,downsample,final_acc,avg_acc,total_training_time,avg_training_time,mutual_information
0,0.0,87.52799999999999,87.10124444444445,2524.2499792575836,28.04722199175093,59.914645471079815
1,0.01,85.368,87.1808,2502.399753332138,27.804441703690422,58.93719785442055
2,0.02,84.548,87.33208888888886,2506.6800339221954,27.85200037691328,58.547067485934576
3,0.05,86.812,87.40066666666667,2479.022204399109,27.544691159990098,56.623560296233464
4,0.1,87.656,87.49115555555555,2251.608707666397,25.017874529626635,39.66630769631254
5,0.15,83.852,86.06604444444444,1790.9210741519928,19.899123046133255,5.438048277823587
6,0.2,82.236,84.37173333333332,1649.6443040370941,18.329381155967713,-0.3117748371496942
7,0.25,77.84,81.44688888888888,1632.8773860931396,18.143082067701553,-0.2956828277425861
8,0.3,70.204,76.54240000000001,1636.345901966095,18.18162113295661,-0.19898162327881852
